1.1009,0.000935765,0.123906,0.00002849838,0.319
1.1003,0.00077021,0.123901,0.000035311785,0.415
1.0995,0.000494775,0.123829,0.000025384945,0.434
1.0992,0.00060456,0.123813,0.000036524835,0.616
1.1006,0.00071539,0.123813,0.00002228634,0.321
1.0998,0.00076986,0.123802,0.00002537941,0.418
1.0992,0.00065952,0.123764,0.00003589156,0.509
1.0981,0.0010981,0.123727,0.00003959264,0.232
1.0973,0.000526704,0.123612,0.00002966688,0.47
1.0985,0.0008788,0.123588,0.00002842524,0.341
1.0936,0.0005468,0.123193,0.000032646145,0.575
1.0814,0.000513665,0.121838,0.0000304595,0.587
