1.09741,0.00038958055,0.123676,0.00002226168,0.601
1.097,0.00060335,0.123629,0.000024107655,0.575
1.0967,0.00054835,0.123618,0.0000247236,0.41
1.0952,0.00120472,0.123594,0.00003151647,0.366
1.0969,0.000712985,0.123553,0.000035212605,0.581
1.0956,0.0005478,0.123547,0.000032739955,0.562
1.0958,0.00071227,0.123546,0.00002779785,0.489
1.09621,0.00046588925,0.123539,0.000033973225,0.75
1.09612,0.0004822928,0.123533,0.000032736245,0.747
1.0969,0.00076783,0.123505,0.0000419917,0.552
1.0958,0.00060269,0.123469,0.00002345911,0.342
1.09517,0.00037783365,0.123447,0.000030244515,0.783
1.0948,0.000525504,0.123352,0.00003885588,0.737
1.09413,0.0003720042,0.123288,0.00002527404,0.508
1.09321,0.00046461425,0.123179,0.00003202654,0.69
1.08592,0.0004017904,0.122429,0.00002938296,0.634
