1.1002,0.00060511,0.123908,0.00001982528,0.333
1.1003,0.0005226425,0.123893,0.000020442345,0.421
1.1,0.0011,0.123874,0.00002353606,0.281
1.1002,0.00060511,0.123845,0.000025388225,0.418
1.1007,0.0005338395,0.123833,0.000025385765,0.534
1.0991,0.001154055,0.123797,0.000031568235,0.298
1.09931,0.0004067447,0.123762,0.00003898503,0.709
1.09947,0.0004617774,0.123752,0.00002598792,0.579
1.0986,0.00093381,0.123738,0.00003650271,0.288
1.09883,0.00047799105,0.123735,0.0000222723,0.506
1.09904,0.000384664,0.123733,0.000021653275,0.404
1.0758,0.0005379,0.121175,0.00002302325,0.427
